timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/01/03 16:01:57.073, NVIDIA GeForce RTX 4090, 94 %, 60 %, 18012 MiB, 289.65 W
2026/01/03 16:01:58.074, NVIDIA GeForce RTX 4090, 89 %, 86 %, 17951 MiB, 285.38 W
2026/01/03 16:01:59.092, NVIDIA GeForce RTX 4090, 83 %, 80 %, 18001 MiB, 257.67 W
2026/01/03 16:02:00.095, NVIDIA GeForce RTX 4090, 90 %, 81 %, 18013 MiB, 276.05 W
2026/01/03 16:02:01.097, NVIDIA GeForce RTX 4090, 95 %, 57 %, 17981 MiB, 286.82 W
2026/01/03 16:02:02.099, NVIDIA GeForce RTX 4090, 90 %, 88 %, 18017 MiB, 287.03 W
2026/01/03 16:02:03.105, NVIDIA GeForce RTX 4090, 91 %, 76 %, 18011 MiB, 286.25 W
2026/01/03 16:02:04.109, NVIDIA GeForce RTX 4090, 96 %, 49 %, 18013 MiB, 289.48 W
2026/01/03 16:02:05.111, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17447 MiB, 287.00 W
2026/01/03 16:02:06.114, NVIDIA GeForce RTX 4090, 88 %, 85 %, 17397 MiB, 286.14 W
2026/01/03 16:02:07.116, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17965 MiB, 294.61 W
2026/01/03 16:02:08.119, NVIDIA GeForce RTX 4090, 90 %, 84 %, 17957 MiB, 295.46 W
2026/01/03 16:02:09.121, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18017 MiB, 285.83 W
2026/01/03 16:02:10.132, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17413 MiB, 286.99 W
2026/01/03 16:02:11.136, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17981 MiB, 283.38 W
2026/01/03 16:02:12.139, NVIDIA GeForce RTX 4090, 89 %, 86 %, 17459 MiB, 272.15 W
2026/01/03 16:02:13.146, NVIDIA GeForce RTX 4090, 68 %, 4 %, 17865 MiB, 270.89 W
2026/01/03 16:02:14.156, NVIDIA GeForce RTX 4090, 63 %, 4 %, 18005 MiB, 290.33 W
2026/01/03 16:02:15.167, NVIDIA GeForce RTX 4090, 97 %, 47 %, 17999 MiB, 309.84 W
2026/01/03 16:02:16.182, NVIDIA GeForce RTX 4090, 94 %, 70 %, 18001 MiB, 278.26 W
2026/01/03 16:02:17.189, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18001 MiB, 278.04 W
2026/01/03 16:02:18.196, NVIDIA GeForce RTX 4090, 77 %, 45 %, 17849 MiB, 264.09 W
2026/01/03 16:02:19.205, NVIDIA GeForce RTX 4090, 95 %, 37 %, 18017 MiB, 300.53 W
2026/01/03 16:02:23.153, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17409 MiB, 283.47 W
2026/01/03 16:02:24.156, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17977 MiB, 279.91 W
2026/01/03 16:02:25.164, NVIDIA GeForce RTX 4090, 81 %, 16 %, 17954 MiB, 260.02 W
2026/01/03 16:02:26.173, NVIDIA GeForce RTX 4090, 44 %, 2 %, 17853 MiB, 241.69 W
2026/01/03 16:02:27.188, NVIDIA GeForce RTX 4090, 91 %, 59 %, 17447 MiB, 290.20 W
2026/01/03 16:02:28.201, NVIDIA GeForce RTX 4090, 73 %, 55 %, 17463 MiB, 291.58 W
2026/01/03 16:02:29.205, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17413 MiB, 307.92 W
2026/01/03 16:02:30.209, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17958 MiB, 277.26 W
2026/01/03 16:02:31.214, NVIDIA GeForce RTX 4090, 55 %, 11 %, 17974 MiB, 245.39 W
2026/01/03 16:02:32.224, NVIDIA GeForce RTX 4090, 49 %, 24 %, 17686 MiB, 280.32 W
2026/01/03 16:02:33.235, NVIDIA GeForce RTX 4090, 76 %, 56 %, 17467 MiB, 287.08 W
2026/01/03 16:02:34.238, NVIDIA GeForce RTX 4090, 68 %, 48 %, 17463 MiB, 287.54 W
2026/01/03 16:02:35.240, NVIDIA GeForce RTX 4090, 89 %, 28 %, 17961 MiB, 273.34 W
2026/01/03 16:02:36.247, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17956 MiB, 270.79 W
2026/01/03 16:02:37.252, NVIDIA GeForce RTX 4090, 77 %, 7 %, 17976 MiB, 261.42 W
2026/01/03 16:02:38.255, NVIDIA GeForce RTX 4090, 95 %, 24 %, 17952 MiB, 290.55 W
2026/01/03 16:02:39.267, NVIDIA GeForce RTX 4090, 67 %, 14 %, 17957 MiB, 279.49 W
2026/01/03 16:02:40.270, NVIDIA GeForce RTX 4090, 85 %, 11 %, 17869 MiB, 284.50 W
2026/01/03 16:02:41.272, NVIDIA GeForce RTX 4090, 66 %, 41 %, 17842 MiB, 286.74 W
2026/01/03 16:02:42.274, NVIDIA GeForce RTX 4090, 85 %, 67 %, 17958 MiB, 313.92 W
2026/01/03 16:02:43.277, NVIDIA GeForce RTX 4090, 80 %, 78 %, 17408 MiB, 267.20 W
2026/01/03 16:02:44.280, NVIDIA GeForce RTX 4090, 91 %, 16 %, 17867 MiB, 263.86 W
2026/01/03 16:02:45.282, NVIDIA GeForce RTX 4090, 88 %, 63 %, 17961 MiB, 304.91 W
2026/01/03 16:02:46.284, NVIDIA GeForce RTX 4090, 77 %, 29 %, 17459 MiB, 254.66 W
2026/01/03 16:02:47.288, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17977 MiB, 311.11 W
2026/01/03 16:02:48.291, NVIDIA GeForce RTX 4090, 88 %, 14 %, 17861 MiB, 258.05 W
2026/01/03 16:02:49.311, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17999 MiB, 306.35 W
2026/01/03 16:02:50.313, NVIDIA GeForce RTX 4090, 78 %, 40 %, 17447 MiB, 266.27 W
2026/01/03 16:02:51.317, NVIDIA GeForce RTX 4090, 79 %, 37 %, 17867 MiB, 291.14 W
2026/01/03 16:02:52.319, NVIDIA GeForce RTX 4090, 93 %, 14 %, 17867 MiB, 298.46 W
2026/01/03 16:02:53.329, NVIDIA GeForce RTX 4090, 73 %, 52 %, 17467 MiB, 292.87 W
2026/01/03 16:02:54.331, NVIDIA GeForce RTX 4090, 54 %, 33 %, 17459 MiB, 292.90 W
2026/01/03 16:02:58.270, NVIDIA GeForce RTX 4090, 96 %, 53 %, 17462 MiB, 290.09 W
2026/01/03 16:02:59.272, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17463 MiB, 291.32 W
2026/01/03 16:03:00.274, NVIDIA GeForce RTX 4090, 97 %, 81 %, 18075 MiB, 298.16 W
2026/01/03 16:03:01.280, NVIDIA GeForce RTX 4090, 58 %, 38 %, 17851 MiB, 254.32 W
2026/01/03 16:03:02.292, NVIDIA GeForce RTX 4090, 94 %, 66 %, 17409 MiB, 281.79 W
2026/01/03 16:03:03.295, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17955 MiB, 286.88 W
2026/01/03 16:03:04.297, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17947 MiB, 278.36 W
2026/01/03 16:03:05.307, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17963 MiB, 294.44 W
2026/01/03 16:03:06.317, NVIDIA GeForce RTX 4090, 61 %, 49 %, 17467 MiB, 273.77 W
2026/01/03 16:03:07.320, NVIDIA GeForce RTX 4090, 97 %, 17 %, 18103 MiB, 295.50 W
2026/01/03 16:03:08.332, NVIDIA GeForce RTX 4090, 93 %, 84 %, 18098 MiB, 296.95 W
2026/01/03 16:03:09.338, NVIDIA GeForce RTX 4090, 77 %, 44 %, 17842 MiB, 265.03 W
2026/01/03 16:03:10.343, NVIDIA GeForce RTX 4090, 81 %, 32 %, 17831 MiB, 296.21 W
2026/01/03 16:03:11.346, NVIDIA GeForce RTX 4090, 87 %, 52 %, 18013 MiB, 314.38 W
2026/01/03 16:03:12.348, NVIDIA GeForce RTX 4090, 97 %, 38 %, 18075 MiB, 299.37 W
2026/01/03 16:03:13.351, NVIDIA GeForce RTX 4090, 78 %, 37 %, 17849 MiB, 278.95 W
2026/01/03 16:03:14.360, NVIDIA GeForce RTX 4090, 85 %, 83 %, 18081 MiB, 320.48 W
2026/01/03 16:03:15.362, NVIDIA GeForce RTX 4090, 80 %, 22 %, 18008 MiB, 268.92 W
2026/01/03 16:03:16.365, NVIDIA GeForce RTX 4090, 83 %, 47 %, 17447 MiB, 307.80 W
2026/01/03 16:03:17.368, NVIDIA GeForce RTX 4090, 93 %, 49 %, 17463 MiB, 281.19 W
2026/01/03 16:03:18.371, NVIDIA GeForce RTX 4090, 78 %, 14 %, 17851 MiB, 285.68 W
2026/01/03 16:03:19.372, NVIDIA GeForce RTX 4090, 74 %, 31 %, 17847 MiB, 301.83 W
2026/01/03 16:03:20.375, NVIDIA GeForce RTX 4090, 87 %, 21 %, 17952 MiB, 287.55 W
2026/01/03 16:03:21.377, NVIDIA GeForce RTX 4090, 75 %, 7 %, 17954 MiB, 289.20 W
2026/01/03 16:03:22.380, NVIDIA GeForce RTX 4090, 92 %, 26 %, 17979 MiB, 290.04 W
2026/01/03 16:03:23.382, NVIDIA GeForce RTX 4090, 55 %, 52 %, 17463 MiB, 276.01 W
2026/01/03 16:03:24.384, NVIDIA GeForce RTX 4090, 98 %, 38 %, 17981 MiB, 302.37 W
2026/01/03 16:03:25.409, NVIDIA GeForce RTX 4090, 95 %, 22 %, 17957 MiB, 275.86 W
2026/01/03 16:03:26.416, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17958 MiB, 270.43 W
2026/01/03 16:03:27.422, NVIDIA GeForce RTX 4090, 96 %, 21 %, 17956 MiB, 283.36 W
2026/01/03 16:03:28.424, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17963 MiB, 288.35 W
2026/01/03 16:03:29.449, NVIDIA GeForce RTX 4090, 87 %, 12 %, 17961 MiB, 268.90 W
2026/01/03 16:03:33.388, NVIDIA GeForce RTX 4090, 77 %, 24 %, 17959 MiB, 275.82 W
2026/01/03 16:03:34.397, NVIDIA GeForce RTX 4090, 57 %, 13 %, 17845 MiB, 271.36 W
2026/01/03 16:03:35.406, NVIDIA GeForce RTX 4090, 96 %, 21 %, 17953 MiB, 296.33 W
2026/01/03 16:03:36.408, NVIDIA GeForce RTX 4090, 88 %, 13 %, 17962 MiB, 292.00 W
2026/01/03 16:03:37.410, NVIDIA GeForce RTX 4090, 96 %, 25 %, 17867 MiB, 260.31 W
2026/01/03 16:03:38.417, NVIDIA GeForce RTX 4090, 50 %, 22 %, 17845 MiB, 268.97 W
2026/01/03 16:03:39.428, NVIDIA GeForce RTX 4090, 96 %, 19 %, 17847 MiB, 297.83 W
2026/01/03 16:03:40.432, NVIDIA GeForce RTX 4090, 95 %, 16 %, 17977 MiB, 306.16 W
2026/01/03 16:03:41.433, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17961 MiB, 309.99 W
2026/01/03 16:03:42.450, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17963 MiB, 295.12 W
2026/01/03 16:03:43.453, NVIDIA GeForce RTX 4090, 95 %, 56 %, 17963 MiB, 293.01 W
2026/01/03 16:03:44.455, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17951 MiB, 291.31 W
2026/01/03 16:03:45.459, NVIDIA GeForce RTX 4090, 88 %, 12 %, 17963 MiB, 294.99 W
2026/01/03 16:03:46.462, NVIDIA GeForce RTX 4090, 74 %, 20 %, 17851 MiB, 277.40 W
2026/01/03 16:03:47.464, NVIDIA GeForce RTX 4090, 95 %, 59 %, 17463 MiB, 313.76 W
2026/01/03 16:03:48.468, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17961 MiB, 293.33 W
2026/01/03 16:03:49.471, NVIDIA GeForce RTX 4090, 72 %, 69 %, 17846 MiB, 265.13 W
2026/01/03 16:03:50.473, NVIDIA GeForce RTX 4090, 84 %, 72 %, 17454 MiB, 312.20 W
2026/01/03 16:03:51.476, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17961 MiB, 300.99 W
2026/01/03 16:03:52.478, NVIDIA GeForce RTX 4090, 97 %, 19 %, 17961 MiB, 267.62 W
2026/01/03 16:03:53.480, NVIDIA GeForce RTX 4090, 75 %, 65 %, 17867 MiB, 294.36 W
2026/01/03 16:03:54.482, NVIDIA GeForce RTX 4090, 89 %, 78 %, 17457 MiB, 319.45 W
2026/01/03 16:03:55.485, NVIDIA GeForce RTX 4090, 98 %, 41 %, 17957 MiB, 300.22 W
2026/01/03 16:03:56.488, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17947 MiB, 294.20 W
2026/01/03 16:03:57.490, NVIDIA GeForce RTX 4090, 79 %, 16 %, 17959 MiB, 274.16 W
2026/01/03 16:03:58.494, NVIDIA GeForce RTX 4090, 79 %, 17 %, 17847 MiB, 288.28 W
2026/01/03 16:03:59.497, NVIDIA GeForce RTX 4090, 92 %, 75 %, 17432 MiB, 317.44 W
2026/01/03 16:04:00.500, NVIDIA GeForce RTX 4090, 97 %, 46 %, 17956 MiB, 316.41 W
2026/01/03 16:04:01.502, NVIDIA GeForce RTX 4090, 75 %, 35 %, 17846 MiB, 263.10 W
2026/01/03 16:04:02.505, NVIDIA GeForce RTX 4090, 95 %, 54 %, 17955 MiB, 318.79 W
2026/01/03 16:04:03.507, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17961 MiB, 295.81 W
2026/01/03 16:04:04.510, NVIDIA GeForce RTX 4090, 75 %, 72 %, 17849 MiB, 269.47 W
2026/01/03 16:04:08.444, NVIDIA GeForce RTX 4090, 97 %, 42 %, 17981 MiB, 316.76 W
2026/01/03 16:04:09.447, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17457 MiB, 280.59 W
2026/01/03 16:04:10.450, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17953 MiB, 274.14 W
2026/01/03 16:04:11.452, NVIDIA GeForce RTX 4090, 90 %, 85 %, 17447 MiB, 302.52 W
2026/01/03 16:04:12.456, NVIDIA GeForce RTX 4090, 91 %, 74 %, 17413 MiB, 309.67 W
2026/01/03 16:04:13.459, NVIDIA GeForce RTX 4090, 95 %, 38 %, 17963 MiB, 300.16 W
2026/01/03 16:04:14.461, NVIDIA GeForce RTX 4090, 75 %, 33 %, 17707 MiB, 267.50 W
2026/01/03 16:04:15.463, NVIDIA GeForce RTX 4090, 97 %, 52 %, 18019 MiB, 317.60 W
2026/01/03 16:04:16.464, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18060 MiB, 286.96 W
2026/01/03 16:04:17.466, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18069 MiB, 289.23 W
2026/01/03 16:04:18.468, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17835 MiB, 258.44 W
2026/01/03 16:04:19.470, NVIDIA GeForce RTX 4090, 89 %, 86 %, 18063 MiB, 309.38 W
2026/01/03 16:04:20.472, NVIDIA GeForce RTX 4090, 96 %, 16 %, 17851 MiB, 255.95 W
2026/01/03 16:04:21.495, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18019 MiB, 307.67 W
2026/01/03 16:04:22.497, NVIDIA GeForce RTX 4090, 76 %, 73 %, 18097 MiB, 286.61 W
2026/01/03 16:04:23.499, NVIDIA GeForce RTX 4090, 95 %, 37 %, 18009 MiB, 276.84 W
2026/01/03 16:04:24.502, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17841 MiB, 253.60 W
2026/01/03 16:04:25.507, NVIDIA GeForce RTX 4090, 70 %, 57 %, 17447 MiB, 264.67 W
2026/01/03 16:04:26.510, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17439 MiB, 279.54 W
2026/01/03 16:04:27.514, NVIDIA GeForce RTX 4090, 95 %, 33 %, 17939 MiB, 283.27 W
2026/01/03 16:04:28.516, NVIDIA GeForce RTX 4090, 83 %, 66 %, 17439 MiB, 290.76 W
2026/01/03 16:04:29.519, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17937 MiB, 260.32 W
2026/01/03 16:04:30.521, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17958 MiB, 302.26 W
2026/01/03 16:04:31.522, NVIDIA GeForce RTX 4090, 82 %, 80 %, 17463 MiB, 280.59 W
2026/01/03 16:04:32.528, NVIDIA GeForce RTX 4090, 93 %, 17 %, 17959 MiB, 280.58 W
2026/01/03 16:04:33.531, NVIDIA GeForce RTX 4090, 83 %, 80 %, 17963 MiB, 289.67 W
2026/01/03 16:04:34.534, NVIDIA GeForce RTX 4090, 66 %, 61 %, 17846 MiB, 258.17 W
2026/01/03 16:04:35.536, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17958 MiB, 306.79 W
2026/01/03 16:04:36.538, NVIDIA GeForce RTX 4090, 89 %, 85 %, 17449 MiB, 277.80 W
2026/01/03 16:04:37.542, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17947 MiB, 284.53 W
2026/01/03 16:04:38.545, NVIDIA GeForce RTX 4090, 94 %, 61 %, 17962 MiB, 299.26 W
2026/01/03 16:04:39.546, NVIDIA GeForce RTX 4090, 66 %, 64 %, 17463 MiB, 274.07 W
2026/01/03 16:04:43.479, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17959 MiB, 284.20 W
2026/01/03 16:04:44.483, NVIDIA GeForce RTX 4090, 74 %, 69 %, 17457 MiB, 293.73 W
2026/01/03 16:04:45.487, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17955 MiB, 301.26 W
2026/01/03 16:04:46.489, NVIDIA GeForce RTX 4090, 69 %, 59 %, 17447 MiB, 274.35 W
2026/01/03 16:04:47.497, NVIDIA GeForce RTX 4090, 95 %, 30 %, 17945 MiB, 297.06 W
2026/01/03 16:04:48.500, NVIDIA GeForce RTX 4090, 82 %, 76 %, 17463 MiB, 295.55 W
2026/01/03 16:04:49.502, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17961 MiB, 298.15 W
2026/01/03 16:04:50.512, NVIDIA GeForce RTX 4090, 85 %, 82 %, 17458 MiB, 281.96 W
2026/01/03 16:04:51.515, NVIDIA GeForce RTX 4090, 95 %, 29 %, 17976 MiB, 269.63 W
2026/01/03 16:04:52.517, NVIDIA GeForce RTX 4090, 84 %, 70 %, 17408 MiB, 300.51 W
2026/01/03 16:04:53.520, NVIDIA GeForce RTX 4090, 88 %, 14 %, 17950 MiB, 254.14 W
2026/01/03 16:04:54.522, NVIDIA GeForce RTX 4090, 95 %, 47 %, 17968 MiB, 301.83 W
2026/01/03 16:04:55.527, NVIDIA GeForce RTX 4090, 85 %, 11 %, 17849 MiB, 262.30 W
2026/01/03 16:04:56.530, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17957 MiB, 304.60 W
2026/01/03 16:04:57.532, NVIDIA GeForce RTX 4090, 79 %, 76 %, 17408 MiB, 276.07 W
2026/01/03 16:04:58.534, NVIDIA GeForce RTX 4090, 83 %, 12 %, 17946 MiB, 267.50 W
2026/01/03 16:04:59.536, NVIDIA GeForce RTX 4090, 80 %, 77 %, 17976 MiB, 296.59 W
2026/01/03 16:05:00.540, NVIDIA GeForce RTX 4090, 74 %, 13 %, 17943 MiB, 266.14 W
2026/01/03 16:05:01.542, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17945 MiB, 310.60 W
2026/01/03 16:05:02.544, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17963 MiB, 281.41 W
2026/01/03 16:05:03.547, NVIDIA GeForce RTX 4090, 79 %, 76 %, 17963 MiB, 291.03 W
2026/01/03 16:05:04.549, NVIDIA GeForce RTX 4090, 77 %, 17 %, 17844 MiB, 266.96 W
2026/01/03 16:05:05.552, NVIDIA GeForce RTX 4090, 90 %, 58 %, 17958 MiB, 305.00 W
2026/01/03 16:05:06.570, NVIDIA GeForce RTX 4090, 69 %, 28 %, 17844 MiB, 255.54 W
2026/01/03 16:05:07.572, NVIDIA GeForce RTX 4090, 92 %, 71 %, 17949 MiB, 314.14 W
2026/01/03 16:05:08.574, NVIDIA GeForce RTX 4090, 91 %, 87 %, 17463 MiB, 271.49 W
2026/01/03 16:05:09.579, NVIDIA GeForce RTX 4090, 72 %, 13 %, 17961 MiB, 288.57 W
2026/01/03 16:05:10.581, NVIDIA GeForce RTX 4090, 91 %, 69 %, 17981 MiB, 294.82 W
2026/01/03 16:05:11.584, NVIDIA GeForce RTX 4090, 60 %, 57 %, 17844 MiB, 258.08 W
2026/01/03 16:05:12.587, NVIDIA GeForce RTX 4090, 87 %, 62 %, 17954 MiB, 306.45 W
2026/01/03 16:05:13.590, NVIDIA GeForce RTX 4090, 88 %, 85 %, 17457 MiB, 271.27 W
2026/01/03 16:05:14.593, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17945 MiB, 280.01 W
2026/01/03 16:05:18.531, NVIDIA GeForce RTX 4090, 89 %, 13 %, 17948 MiB, 285.95 W
2026/01/03 16:05:19.533, NVIDIA GeForce RTX 4090, 76 %, 73 %, 17961 MiB, 295.86 W
2026/01/03 16:05:20.535, NVIDIA GeForce RTX 4090, 78 %, 75 %, 17463 MiB, 257.43 W
2026/01/03 16:05:21.538, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17954 MiB, 276.12 W
2026/01/03 16:05:22.541, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17958 MiB, 310.91 W
2026/01/03 16:05:23.544, NVIDIA GeForce RTX 4090, 76 %, 68 %, 17457 MiB, 276.91 W
2026/01/03 16:05:24.547, NVIDIA GeForce RTX 4090, 75 %, 10 %, 17943 MiB, 282.21 W
2026/01/03 16:05:25.550, NVIDIA GeForce RTX 4090, 98 %, 40 %, 18001 MiB, 309.35 W
2026/01/03 16:05:26.552, NVIDIA GeForce RTX 4090, 90 %, 84 %, 17958 MiB, 288.69 W
2026/01/03 16:05:27.554, NVIDIA GeForce RTX 4090, 80 %, 18 %, 17851 MiB, 262.02 W
2026/01/03 16:05:28.556, NVIDIA GeForce RTX 4090, 98 %, 41 %, 17963 MiB, 317.94 W
2026/01/03 16:05:29.558, NVIDIA GeForce RTX 4090, 83 %, 80 %, 17459 MiB, 260.87 W
2026/01/03 16:05:30.560, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17959 MiB, 275.07 W
2026/01/03 16:05:31.563, NVIDIA GeForce RTX 4090, 91 %, 50 %, 17955 MiB, 304.76 W
2026/01/03 16:05:32.566, NVIDIA GeForce RTX 4090, 84 %, 10 %, 17941 MiB, 262.80 W
2026/01/03 16:05:33.569, NVIDIA GeForce RTX 4090, 96 %, 40 %, 17947 MiB, 315.91 W
2026/01/03 16:05:34.572, NVIDIA GeForce RTX 4090, 89 %, 86 %, 17961 MiB, 286.13 W
2026/01/03 16:05:35.574, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17463 MiB, 279.80 W
2026/01/03 16:05:36.579, NVIDIA GeForce RTX 4090, 97 %, 44 %, 17961 MiB, 323.23 W
2026/01/03 16:05:37.583, NVIDIA GeForce RTX 4090, 83 %, 76 %, 17959 MiB, 280.99 W
2026/01/03 16:05:38.585, NVIDIA GeForce RTX 4090, 79 %, 13 %, 17847 MiB, 264.17 W
2026/01/03 16:05:39.587, NVIDIA GeForce RTX 4090, 96 %, 36 %, 17952 MiB, 319.40 W
2026/01/03 16:05:40.590, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17421 MiB, 280.20 W
2026/01/03 16:05:41.593, NVIDIA GeForce RTX 4090, 83 %, 10 %, 17959 MiB, 278.53 W
2026/01/03 16:05:42.595, NVIDIA GeForce RTX 4090, 73 %, 19 %, 17867 MiB, 281.47 W
2026/01/03 16:05:43.597, NVIDIA GeForce RTX 4090, 75 %, 31 %, 17867 MiB, 294.78 W
2026/01/03 16:05:44.599, NVIDIA GeForce RTX 4090, 97 %, 19 %, 17847 MiB, 298.46 W
2026/01/03 16:05:45.617, NVIDIA GeForce RTX 4090, 87 %, 11 %, 17976 MiB, 300.13 W
2026/01/03 16:05:46.620, NVIDIA GeForce RTX 4090, 80 %, 24 %, 17656 MiB, 280.70 W
2026/01/03 16:05:47.621, NVIDIA GeForce RTX 4090, 97 %, 42 %, 18019 MiB, 323.85 W
2026/01/03 16:05:48.623, NVIDIA GeForce RTX 4090, 85 %, 11 %, 17851 MiB, 265.25 W
2026/01/03 16:05:49.631, NVIDIA GeForce RTX 4090, 96 %, 49 %, 18037 MiB, 320.76 W
2026/01/03 16:05:53.567, NVIDIA GeForce RTX 4090, 77 %, 43 %, 18029 MiB, 266.86 W
2026/01/03 16:05:54.573, NVIDIA GeForce RTX 4090, 91 %, 81 %, 18087 MiB, 323.21 W
2026/01/03 16:05:55.575, NVIDIA GeForce RTX 4090, 59 %, 19 %, 17963 MiB, 260.01 W
2026/01/03 16:05:56.578, NVIDIA GeForce RTX 4090, 95 %, 27 %, 17981 MiB, 303.98 W
2026/01/03 16:05:57.582, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17981 MiB, 310.71 W
2026/01/03 16:05:58.586, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17413 MiB, 304.04 W
2026/01/03 16:05:59.590, NVIDIA GeForce RTX 4090, 98 %, 40 %, 18093 MiB, 307.03 W
2026/01/03 16:06:00.597, NVIDIA GeForce RTX 4090, 79 %, 16 %, 17848 MiB, 269.80 W
2026/01/03 16:06:01.599, NVIDIA GeForce RTX 4090, 96 %, 43 %, 17463 MiB, 330.20 W
2026/01/03 16:06:02.602, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17959 MiB, 287.42 W
2026/01/03 16:06:03.607, NVIDIA GeForce RTX 4090, 95 %, 30 %, 18015 MiB, 309.22 W
2026/01/03 16:06:04.611, NVIDIA GeForce RTX 4090, 96 %, 21 %, 17956 MiB, 275.59 W
2026/01/03 16:06:05.613, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17458 MiB, 305.44 W
2026/01/03 16:06:06.617, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17955 MiB, 305.26 W
2026/01/03 16:06:07.619, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17463 MiB, 284.41 W
2026/01/03 16:06:08.624, NVIDIA GeForce RTX 4090, 81 %, 27 %, 17695 MiB, 292.45 W
2026/01/03 16:06:09.625, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18079 MiB, 313.81 W
2026/01/03 16:06:10.628, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18069 MiB, 289.78 W
2026/01/03 16:06:11.629, NVIDIA GeForce RTX 4090, 78 %, 15 %, 17841 MiB, 261.19 W
2026/01/03 16:06:12.631, NVIDIA GeForce RTX 4090, 80 %, 34 %, 17439 MiB, 296.65 W
2026/01/03 16:06:13.642, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18051 MiB, 307.59 W
2026/01/03 16:06:14.645, NVIDIA GeForce RTX 4090, 93 %, 71 %, 17989 MiB, 287.43 W
2026/01/03 16:06:15.647, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18013 MiB, 288.72 W
2026/01/03 16:06:16.649, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17463 MiB, 267.26 W
2026/01/03 16:06:17.652, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18079 MiB, 301.93 W
2026/01/03 16:06:18.655, NVIDIA GeForce RTX 4090, 97 %, 39 %, 18013 MiB, 290.29 W
2026/01/03 16:06:19.657, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18013 MiB, 276.13 W
2026/01/03 16:06:20.659, NVIDIA GeForce RTX 4090, 74 %, 32 %, 17845 MiB, 265.81 W
2026/01/03 16:06:21.661, NVIDIA GeForce RTX 4090, 94 %, 24 %, 17939 MiB, 301.77 W
