timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/01/03 16:06:22.663, NVIDIA GeForce RTX 4090, 89 %, 17 %, 17935 MiB, 298.74 W
2026/01/03 16:06:23.665, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17935 MiB, 300.68 W
2026/01/03 16:06:24.668, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17463 MiB, 297.37 W
2026/01/03 16:06:28.604, NVIDIA GeForce RTX 4090, 74 %, 28 %, 17485 MiB, 296.31 W
2026/01/03 16:06:29.606, NVIDIA GeForce RTX 4090, 66 %, 42 %, 17842 MiB, 284.66 W
2026/01/03 16:06:30.608, NVIDIA GeForce RTX 4090, 86 %, 11 %, 17842 MiB, 289.16 W
2026/01/03 16:06:31.610, NVIDIA GeForce RTX 4090, 71 %, 5 %, 17954 MiB, 295.81 W
2026/01/03 16:06:32.613, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17957 MiB, 305.84 W
2026/01/03 16:06:33.626, NVIDIA GeForce RTX 4090, 95 %, 29 %, 17957 MiB, 301.17 W
2026/01/03 16:06:34.629, NVIDIA GeForce RTX 4090, 95 %, 50 %, 17954 MiB, 295.36 W
2026/01/03 16:06:35.631, NVIDIA GeForce RTX 4090, 95 %, 46 %, 17458 MiB, 283.74 W
2026/01/03 16:06:36.636, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17463 MiB, 285.22 W
2026/01/03 16:06:37.640, NVIDIA GeForce RTX 4090, 68 %, 48 %, 17463 MiB, 300.15 W
2026/01/03 16:06:38.644, NVIDIA GeForce RTX 4090, 92 %, 40 %, 17463 MiB, 289.14 W
2026/01/03 16:06:39.645, NVIDIA GeForce RTX 4090, 63 %, 43 %, 17458 MiB, 285.11 W
2026/01/03 16:06:40.648, NVIDIA GeForce RTX 4090, 89 %, 51 %, 17458 MiB, 282.27 W
2026/01/03 16:06:41.650, NVIDIA GeForce RTX 4090, 59 %, 27 %, 17847 MiB, 286.14 W
2026/01/03 16:06:42.652, NVIDIA GeForce RTX 4090, 85 %, 61 %, 17463 MiB, 293.77 W
2026/01/03 16:06:43.655, NVIDIA GeForce RTX 4090, 71 %, 20 %, 17849 MiB, 284.97 W
2026/01/03 16:06:44.657, NVIDIA GeForce RTX 4090, 61 %, 30 %, 17845 MiB, 283.87 W
2026/01/03 16:06:45.660, NVIDIA GeForce RTX 4090, 96 %, 20 %, 17955 MiB, 298.14 W
2026/01/03 16:06:46.663, NVIDIA GeForce RTX 4090, 90 %, 15 %, 17963 MiB, 301.82 W
2026/01/03 16:06:47.667, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17963 MiB, 311.03 W
2026/01/03 16:06:48.669, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17413 MiB, 286.90 W
2026/01/03 16:06:49.672, NVIDIA GeForce RTX 4090, 66 %, 39 %, 17457 MiB, 282.54 W
2026/01/03 16:06:50.676, NVIDIA GeForce RTX 4090, 94 %, 68 %, 17457 MiB, 292.95 W
2026/01/03 16:06:51.678, NVIDIA GeForce RTX 4090, 68 %, 26 %, 17463 MiB, 302.06 W
2026/01/03 16:06:52.681, NVIDIA GeForce RTX 4090, 73 %, 41 %, 17575 MiB, 288.95 W
2026/01/03 16:06:53.683, NVIDIA GeForce RTX 4090, 72 %, 69 %, 17431 MiB, 308.72 W
2026/01/03 16:06:54.690, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17407 MiB, 295.59 W
2026/01/03 16:06:55.707, NVIDIA GeForce RTX 4090, 89 %, 50 %, 17431 MiB, 296.49 W
2026/01/03 16:06:56.721, NVIDIA GeForce RTX 4090, 94 %, 52 %, 17463 MiB, 285.58 W
2026/01/03 16:06:57.725, NVIDIA GeForce RTX 4090, 74 %, 11 %, 17849 MiB, 288.02 W
2026/01/03 16:06:58.726, NVIDIA GeForce RTX 4090, 63 %, 46 %, 17851 MiB, 293.08 W
2026/01/03 16:06:59.728, NVIDIA GeForce RTX 4090, 79 %, 46 %, 17847 MiB, 285.19 W
2026/01/03 16:07:03.658, NVIDIA GeForce RTX 4090, 92 %, 13 %, 17957 MiB, 297.33 W
2026/01/03 16:07:04.661, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17963 MiB, 314.36 W
2026/01/03 16:07:05.664, NVIDIA GeForce RTX 4090, 96 %, 41 %, 17437 MiB, 307.60 W
2026/01/03 16:07:06.668, NVIDIA GeForce RTX 4090, 97 %, 42 %, 17457 MiB, 285.66 W
2026/01/03 16:07:07.672, NVIDIA GeForce RTX 4090, 78 %, 22 %, 17843 MiB, 281.29 W
2026/01/03 16:07:08.674, NVIDIA GeForce RTX 4090, 80 %, 19 %, 17959 MiB, 304.19 W
2026/01/03 16:07:09.676, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17963 MiB, 317.22 W
2026/01/03 16:07:10.693, NVIDIA GeForce RTX 4090, 95 %, 33 %, 17413 MiB, 298.30 W
2026/01/03 16:07:11.699, NVIDIA GeForce RTX 4090, 98 %, 39 %, 17975 MiB, 291.05 W
2026/01/03 16:07:12.702, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17457 MiB, 293.92 W
2026/01/03 16:07:13.708, NVIDIA GeForce RTX 4090, 73 %, 45 %, 17463 MiB, 288.04 W
2026/01/03 16:07:14.711, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17963 MiB, 305.70 W
2026/01/03 16:07:15.713, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17961 MiB, 295.95 W
2026/01/03 16:07:16.717, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17958 MiB, 298.95 W
2026/01/03 16:07:17.721, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17958 MiB, 291.93 W
2026/01/03 16:07:18.723, NVIDIA GeForce RTX 4090, 46 %, 2 %, 17851 MiB, 242.88 W
2026/01/03 16:07:19.726, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17869 MiB, 297.21 W
2026/01/03 16:07:20.728, NVIDIA GeForce RTX 4090, 78 %, 14 %, 17954 MiB, 296.40 W
2026/01/03 16:07:21.731, NVIDIA GeForce RTX 4090, 97 %, 19 %, 17862 MiB, 291.20 W
2026/01/03 16:07:22.740, NVIDIA GeForce RTX 4090, 68 %, 8 %, 17864 MiB, 286.22 W
2026/01/03 16:07:23.743, NVIDIA GeForce RTX 4090, 97 %, 19 %, 17851 MiB, 281.59 W
2026/01/03 16:07:24.744, NVIDIA GeForce RTX 4090, 79 %, 8 %, 17961 MiB, 300.62 W
2026/01/03 16:07:25.747, NVIDIA GeForce RTX 4090, 74 %, 27 %, 17960 MiB, 295.49 W
2026/01/03 16:07:26.749, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17959 MiB, 287.62 W
2026/01/03 16:07:27.752, NVIDIA GeForce RTX 4090, 81 %, 11 %, 17957 MiB, 294.07 W
2026/01/03 16:07:28.754, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17959 MiB, 309.04 W
2026/01/03 16:07:29.757, NVIDIA GeForce RTX 4090, 96 %, 28 %, 17963 MiB, 299.87 W
2026/01/03 16:07:30.761, NVIDIA GeForce RTX 4090, 94 %, 41 %, 17961 MiB, 298.99 W
2026/01/03 16:07:31.764, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17408 MiB, 289.93 W
2026/01/03 16:07:32.767, NVIDIA GeForce RTX 4090, 87 %, 55 %, 17462 MiB, 294.31 W
2026/01/03 16:07:33.769, NVIDIA GeForce RTX 4090, 94 %, 48 %, 17468 MiB, 288.42 W
2026/01/03 16:07:34.771, NVIDIA GeForce RTX 4090, 65 %, 39 %, 17467 MiB, 289.47 W
2026/01/03 16:07:35.776, NVIDIA GeForce RTX 4090, 85 %, 54 %, 17467 MiB, 289.35 W
2026/01/03 16:07:39.718, NVIDIA GeForce RTX 4090, 70 %, 17 %, 17861 MiB, 289.26 W
2026/01/03 16:07:40.720, NVIDIA GeForce RTX 4090, 75 %, 41 %, 17861 MiB, 292.69 W
2026/01/03 16:07:41.722, NVIDIA GeForce RTX 4090, 97 %, 16 %, 17867 MiB, 299.26 W
2026/01/03 16:07:42.724, NVIDIA GeForce RTX 4090, 76 %, 10 %, 17867 MiB, 298.73 W
2026/01/03 16:07:43.727, NVIDIA GeForce RTX 4090, 95 %, 30 %, 17979 MiB, 284.55 W
2026/01/03 16:07:44.729, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17954 MiB, 301.03 W
2026/01/03 16:07:45.731, NVIDIA GeForce RTX 4090, 95 %, 15 %, 17961 MiB, 310.68 W
2026/01/03 16:07:46.733, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17959 MiB, 303.46 W
2026/01/03 16:07:47.737, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17959 MiB, 293.40 W
2026/01/03 16:07:48.740, NVIDIA GeForce RTX 4090, 95 %, 24 %, 17957 MiB, 277.68 W
2026/01/03 16:07:49.742, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17957 MiB, 312.00 W
2026/01/03 16:07:50.744, NVIDIA GeForce RTX 4090, 96 %, 50 %, 17463 MiB, 302.42 W
2026/01/03 16:07:51.746, NVIDIA GeForce RTX 4090, 96 %, 36 %, 17961 MiB, 297.46 W
2026/01/03 16:07:52.750, NVIDIA GeForce RTX 4090, 96 %, 43 %, 17981 MiB, 299.97 W
2026/01/03 16:07:53.752, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17457 MiB, 292.58 W
2026/01/03 16:07:54.755, NVIDIA GeForce RTX 4090, 80 %, 20 %, 17845 MiB, 282.34 W
2026/01/03 16:07:55.757, NVIDIA GeForce RTX 4090, 78 %, 14 %, 17959 MiB, 305.29 W
2026/01/03 16:07:56.759, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17963 MiB, 315.72 W
2026/01/03 16:07:57.763, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17961 MiB, 301.11 W
2026/01/03 16:07:58.765, NVIDIA GeForce RTX 4090, 95 %, 29 %, 17955 MiB, 279.23 W
2026/01/03 16:07:59.767, NVIDIA GeForce RTX 4090, 77 %, 59 %, 17847 MiB, 260.80 W
2026/01/03 16:08:00.770, NVIDIA GeForce RTX 4090, 74 %, 64 %, 17463 MiB, 312.60 W
2026/01/03 16:08:01.791, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17961 MiB, 305.77 W
2026/01/03 16:08:02.793, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17959 MiB, 283.38 W
2026/01/03 16:08:03.795, NVIDIA GeForce RTX 4090, 74 %, 71 %, 17457 MiB, 269.58 W
2026/01/03 16:08:04.798, NVIDIA GeForce RTX 4090, 96 %, 56 %, 17953 MiB, 310.33 W
2026/01/03 16:08:05.804, NVIDIA GeForce RTX 4090, 84 %, 82 %, 17454 MiB, 260.58 W
2026/01/03 16:08:06.807, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17959 MiB, 315.06 W
2026/01/03 16:08:07.809, NVIDIA GeForce RTX 4090, 80 %, 10 %, 17957 MiB, 265.33 W
2026/01/03 16:08:08.810, NVIDIA GeForce RTX 4090, 93 %, 73 %, 17479 MiB, 297.36 W
2026/01/03 16:08:09.813, NVIDIA GeForce RTX 4090, 79 %, 63 %, 17459 MiB, 303.91 W
2026/01/03 16:08:10.815, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17957 MiB, 301.63 W
2026/01/03 16:08:14.747, NVIDIA GeForce RTX 4090, 96 %, 49 %, 17955 MiB, 297.02 W
2026/01/03 16:08:15.750, NVIDIA GeForce RTX 4090, 90 %, 13 %, 17963 MiB, 278.40 W
2026/01/03 16:08:16.753, NVIDIA GeForce RTX 4090, 96 %, 28 %, 17961 MiB, 295.22 W
2026/01/03 16:08:17.754, NVIDIA GeForce RTX 4090, 64 %, 14 %, 17851 MiB, 286.43 W
2026/01/03 16:08:18.758, NVIDIA GeForce RTX 4090, 74 %, 60 %, 17463 MiB, 291.79 W
2026/01/03 16:08:19.761, NVIDIA GeForce RTX 4090, 96 %, 58 %, 17458 MiB, 307.40 W
2026/01/03 16:08:20.764, NVIDIA GeForce RTX 4090, 96 %, 53 %, 17981 MiB, 303.31 W
2026/01/03 16:08:21.766, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17961 MiB, 298.57 W
2026/01/03 16:08:22.769, NVIDIA GeForce RTX 4090, 76 %, 7 %, 17847 MiB, 249.58 W
2026/01/03 16:08:23.770, NVIDIA GeForce RTX 4090, 71 %, 43 %, 17845 MiB, 296.09 W
2026/01/03 16:08:24.773, NVIDIA GeForce RTX 4090, 76 %, 73 %, 17975 MiB, 311.20 W
2026/01/03 16:08:25.779, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17407 MiB, 288.05 W
2026/01/03 16:08:26.782, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17413 MiB, 292.93 W
2026/01/03 16:08:27.784, NVIDIA GeForce RTX 4090, 97 %, 44 %, 17981 MiB, 288.39 W
2026/01/03 16:08:28.788, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17463 MiB, 289.71 W
2026/01/03 16:08:29.791, NVIDIA GeForce RTX 4090, 83 %, 53 %, 17459 MiB, 290.78 W
2026/01/03 16:08:30.794, NVIDIA GeForce RTX 4090, 95 %, 38 %, 17458 MiB, 285.54 W
2026/01/03 16:08:31.797, NVIDIA GeForce RTX 4090, 71 %, 39 %, 17463 MiB, 285.51 W
2026/01/03 16:08:32.800, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17463 MiB, 288.71 W
2026/01/03 16:08:33.804, NVIDIA GeForce RTX 4090, 67 %, 47 %, 17457 MiB, 282.75 W
2026/01/03 16:08:34.808, NVIDIA GeForce RTX 4090, 88 %, 47 %, 17457 MiB, 300.87 W
2026/01/03 16:08:35.812, NVIDIA GeForce RTX 4090, 71 %, 26 %, 17847 MiB, 284.52 W
2026/01/03 16:08:36.814, NVIDIA GeForce RTX 4090, 82 %, 62 %, 17437 MiB, 306.35 W
2026/01/03 16:08:37.817, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17961 MiB, 285.41 W
2026/01/03 16:08:38.820, NVIDIA GeForce RTX 4090, 70 %, 4 %, 17955 MiB, 262.38 W
2026/01/03 16:08:39.822, NVIDIA GeForce RTX 4090, 68 %, 66 %, 17953 MiB, 296.93 W
2026/01/03 16:08:40.825, NVIDIA GeForce RTX 4090, 90 %, 21 %, 17955 MiB, 272.04 W
2026/01/03 16:08:41.828, NVIDIA GeForce RTX 4090, 60 %, 38 %, 17463 MiB, 255.65 W
2026/01/03 16:08:42.831, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17963 MiB, 295.04 W
2026/01/03 16:08:43.834, NVIDIA GeForce RTX 4090, 96 %, 17 %, 17851 MiB, 251.91 W
2026/01/03 16:08:44.836, NVIDIA GeForce RTX 4090, 92 %, 45 %, 17981 MiB, 298.11 W
2026/01/03 16:08:45.838, NVIDIA GeForce RTX 4090, 65 %, 62 %, 17479 MiB, 248.91 W
2026/01/03 16:08:49.773, NVIDIA GeForce RTX 4090, 86 %, 45 %, 17977 MiB, 310.65 W
2026/01/03 16:08:50.776, NVIDIA GeForce RTX 4090, 82 %, 11 %, 17965 MiB, 256.04 W
2026/01/03 16:08:51.779, NVIDIA GeForce RTX 4090, 66 %, 64 %, 17463 MiB, 284.28 W
2026/01/03 16:08:52.782, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17463 MiB, 291.47 W
2026/01/03 16:08:53.791, NVIDIA GeForce RTX 4090, 70 %, 31 %, 17851 MiB, 278.90 W
2026/01/03 16:08:54.793, NVIDIA GeForce RTX 4090, 75 %, 35 %, 17847 MiB, 292.10 W
2026/01/03 16:08:55.796, NVIDIA GeForce RTX 4090, 96 %, 21 %, 17957 MiB, 298.10 W
2026/01/03 16:08:56.800, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17963 MiB, 315.34 W
2026/01/03 16:08:57.811, NVIDIA GeForce RTX 4090, 93 %, 51 %, 17463 MiB, 305.29 W
2026/01/03 16:08:58.814, NVIDIA GeForce RTX 4090, 90 %, 50 %, 17459 MiB, 281.92 W
2026/01/03 16:08:59.816, NVIDIA GeForce RTX 4090, 80 %, 9 %, 17846 MiB, 285.99 W
2026/01/03 16:09:00.825, NVIDIA GeForce RTX 4090, 87 %, 11 %, 17958 MiB, 309.87 W
2026/01/03 16:09:01.827, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17964 MiB, 317.40 W
2026/01/03 16:09:02.830, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17463 MiB, 290.51 W
2026/01/03 16:09:03.834, NVIDIA GeForce RTX 4090, 75 %, 41 %, 17459 MiB, 288.15 W
2026/01/03 16:09:04.836, NVIDIA GeForce RTX 4090, 73 %, 37 %, 17846 MiB, 283.49 W
2026/01/03 16:09:05.844, NVIDIA GeForce RTX 4090, 90 %, 12 %, 17851 MiB, 299.73 W
2026/01/03 16:09:06.846, NVIDIA GeForce RTX 4090, 74 %, 31 %, 17849 MiB, 292.27 W
2026/01/03 16:09:07.848, NVIDIA GeForce RTX 4090, 95 %, 16 %, 17851 MiB, 286.74 W
2026/01/03 16:09:08.850, NVIDIA GeForce RTX 4090, 73 %, 26 %, 17851 MiB, 291.45 W
2026/01/03 16:09:09.853, NVIDIA GeForce RTX 4090, 73 %, 55 %, 17847 MiB, 295.86 W
2026/01/03 16:09:10.854, NVIDIA GeForce RTX 4090, 80 %, 22 %, 17851 MiB, 295.07 W
2026/01/03 16:09:11.858, NVIDIA GeForce RTX 4090, 68 %, 50 %, 17851 MiB, 293.23 W
2026/01/03 16:09:12.860, NVIDIA GeForce RTX 4090, 79 %, 27 %, 17851 MiB, 298.49 W
2026/01/03 16:09:13.868, NVIDIA GeForce RTX 4090, 84 %, 65 %, 17845 MiB, 298.66 W
2026/01/03 16:09:14.870, NVIDIA GeForce RTX 4090, 77 %, 46 %, 17794 MiB, 298.43 W
2026/01/03 16:09:15.876, NVIDIA GeForce RTX 4090, 82 %, 59 %, 17852 MiB, 293.11 W
2026/01/03 16:09:16.878, NVIDIA GeForce RTX 4090, 71 %, 29 %, 17851 MiB, 293.66 W
2026/01/03 16:09:17.880, NVIDIA GeForce RTX 4090, 75 %, 43 %, 17851 MiB, 289.35 W
2026/01/03 16:09:18.882, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17956 MiB, 305.09 W
2026/01/03 16:09:19.885, NVIDIA GeForce RTX 4090, 70 %, 19 %, 17846 MiB, 290.73 W
2026/01/03 16:09:20.888, NVIDIA GeForce RTX 4090, 93 %, 13 %, 17851 MiB, 291.00 W
2026/01/03 16:09:24.823, NVIDIA GeForce RTX 4090, 71 %, 23 %, 17851 MiB, 295.82 W
2026/01/03 16:09:25.827, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17955 MiB, 313.17 W
2026/01/03 16:09:26.829, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17407 MiB, 298.03 W
2026/01/03 16:09:27.832, NVIDIA GeForce RTX 4090, 76 %, 37 %, 17457 MiB, 281.09 W
2026/01/03 16:09:28.845, NVIDIA GeForce RTX 4090, 76 %, 40 %, 17849 MiB, 283.62 W
2026/01/03 16:09:29.848, NVIDIA GeForce RTX 4090, 66 %, 3 %, 17847 MiB, 285.99 W
2026/01/03 16:09:30.849, NVIDIA GeForce RTX 4090, 63 %, 7 %, 17851 MiB, 298.48 W
2026/01/03 16:09:31.852, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17955 MiB, 301.69 W
2026/01/03 16:09:32.858, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17963 MiB, 317.33 W
2026/01/03 16:09:33.860, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17463 MiB, 309.75 W
2026/01/03 16:09:34.864, NVIDIA GeForce RTX 4090, 75 %, 42 %, 17463 MiB, 283.17 W
2026/01/03 16:09:35.866, NVIDIA GeForce RTX 4090, 74 %, 40 %, 17847 MiB, 280.47 W
2026/01/03 16:09:36.869, NVIDIA GeForce RTX 4090, 86 %, 12 %, 17954 MiB, 292.77 W
2026/01/03 16:09:37.871, NVIDIA GeForce RTX 4090, 88 %, 12 %, 17960 MiB, 306.77 W
2026/01/03 16:09:38.873, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17961 MiB, 310.44 W
2026/01/03 16:09:39.877, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17462 MiB, 294.21 W
2026/01/03 16:09:40.881, NVIDIA GeForce RTX 4090, 69 %, 39 %, 17457 MiB, 284.96 W
2026/01/03 16:09:41.885, NVIDIA GeForce RTX 4090, 76 %, 45 %, 17845 MiB, 285.01 W
2026/01/03 16:09:42.887, NVIDIA GeForce RTX 4090, 63 %, 8 %, 17851 MiB, 280.92 W
2026/01/03 16:09:43.888, NVIDIA GeForce RTX 4090, 74 %, 31 %, 17847 MiB, 294.61 W
2026/01/03 16:09:44.890, NVIDIA GeForce RTX 4090, 91 %, 26 %, 17959 MiB, 300.95 W
2026/01/03 16:09:45.892, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17976 MiB, 303.24 W
2026/01/03 16:09:46.895, NVIDIA GeForce RTX 4090, 96 %, 40 %, 17958 MiB, 299.64 W
2026/01/03 16:09:47.899, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17463 MiB, 290.05 W
2026/01/03 16:09:48.903, NVIDIA GeForce RTX 4090, 78 %, 25 %, 17462 MiB, 281.81 W
2026/01/03 16:09:49.909, NVIDIA GeForce RTX 4090, 78 %, 30 %, 17845 MiB, 294.48 W
2026/01/03 16:09:50.911, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17975 MiB, 311.30 W
2026/01/03 16:09:51.936, NVIDIA GeForce RTX 4090, 95 %, 33 %, 17963 MiB, 313.57 W
2026/01/03 16:09:52.938, NVIDIA GeForce RTX 4090, 96 %, 52 %, 17413 MiB, 300.92 W
2026/01/03 16:09:53.942, NVIDIA GeForce RTX 4090, 93 %, 57 %, 17462 MiB, 282.50 W
2026/01/03 16:09:54.948, NVIDIA GeForce RTX 4090, 78 %, 18 %, 17701 MiB, 285.66 W
2026/01/03 16:09:55.952, NVIDIA GeForce RTX 4090, 81 %, 17 %, 17843 MiB, 307.69 W
2026/01/03 16:09:59.885, NVIDIA GeForce RTX 4090, 66 %, 5 %, 17963 MiB, 298.94 W
2026/01/03 16:10:00.888, NVIDIA GeForce RTX 4090, 95 %, 38 %, 17963 MiB, 311.23 W
2026/01/03 16:10:01.890, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17458 MiB, 300.96 W
2026/01/03 16:10:02.894, NVIDIA GeForce RTX 4090, 80 %, 35 %, 17864 MiB, 282.67 W
2026/01/03 16:10:03.896, NVIDIA GeForce RTX 4090, 75 %, 40 %, 17846 MiB, 288.73 W
2026/01/03 16:10:04.898, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17961 MiB, 300.43 W
2026/01/03 16:10:05.899, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17961 MiB, 315.74 W
2026/01/03 16:10:06.902, NVIDIA GeForce RTX 4090, 96 %, 49 %, 17407 MiB, 302.04 W
2026/01/03 16:10:07.908, NVIDIA GeForce RTX 4090, 96 %, 49 %, 17457 MiB, 286.82 W
2026/01/03 16:10:08.910, NVIDIA GeForce RTX 4090, 90 %, 12 %, 17851 MiB, 293.40 W
2026/01/03 16:10:09.913, NVIDIA GeForce RTX 4090, 97 %, 16 %, 17963 MiB, 313.47 W
2026/01/03 16:10:10.915, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17957 MiB, 311.91 W
2026/01/03 16:10:11.916, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17432 MiB, 297.63 W
2026/01/03 16:10:12.919, NVIDIA GeForce RTX 4090, 78 %, 45 %, 17458 MiB, 285.95 W
2026/01/03 16:10:13.923, NVIDIA GeForce RTX 4090, 95 %, 60 %, 17463 MiB, 298.91 W
2026/01/03 16:10:14.927, NVIDIA GeForce RTX 4090, 78 %, 33 %, 17463 MiB, 290.12 W
2026/01/03 16:10:15.931, NVIDIA GeForce RTX 4090, 78 %, 40 %, 17869 MiB, 294.15 W
2026/01/03 16:10:16.932, NVIDIA GeForce RTX 4090, 82 %, 10 %, 17841 MiB, 298.01 W
2026/01/03 16:10:17.960, NVIDIA GeForce RTX 4090, 82 %, 24 %, 17841 MiB, 304.33 W
2026/01/03 16:10:18.962, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17957 MiB, 304.10 W
2026/01/03 16:10:19.965, NVIDIA GeForce RTX 4090, 74 %, 67 %, 17463 MiB, 286.98 W
2026/01/03 16:10:20.968, NVIDIA GeForce RTX 4090, 82 %, 63 %, 17961 MiB, 310.18 W
2026/01/03 16:10:21.971, NVIDIA GeForce RTX 4090, 76 %, 20 %, 17845 MiB, 260.43 W
2026/01/03 16:10:22.972, NVIDIA GeForce RTX 4090, 95 %, 51 %, 17458 MiB, 312.07 W
2026/01/03 16:10:23.975, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17961 MiB, 287.62 W
2026/01/03 16:10:24.978, NVIDIA GeForce RTX 4090, 80 %, 20 %, 17981 MiB, 266.28 W
2026/01/03 16:10:25.981, NVIDIA GeForce RTX 4090, 69 %, 40 %, 17843 MiB, 296.64 W
2026/01/03 16:10:26.983, NVIDIA GeForce RTX 4090, 95 %, 60 %, 17457 MiB, 305.44 W
2026/01/03 16:10:27.987, NVIDIA GeForce RTX 4090, 94 %, 46 %, 17955 MiB, 312.49 W
2026/01/03 16:10:28.990, NVIDIA GeForce RTX 4090, 82 %, 9 %, 17958 MiB, 269.47 W
2026/01/03 16:10:29.993, NVIDIA GeForce RTX 4090, 94 %, 28 %, 17961 MiB, 297.13 W
2026/01/03 16:10:30.995, NVIDIA GeForce RTX 4090, 88 %, 14 %, 17959 MiB, 296.89 W
2026/01/03 16:10:34.923, NVIDIA GeForce RTX 4090, 94 %, 15 %, 17843 MiB, 277.20 W
2026/01/03 16:10:35.925, NVIDIA GeForce RTX 4090, 87 %, 69 %, 17457 MiB, 299.22 W
2026/01/03 16:10:36.930, NVIDIA GeForce RTX 4090, 77 %, 34 %, 17452 MiB, 283.09 W
2026/01/03 16:10:37.934, NVIDIA GeForce RTX 4090, 77 %, 37 %, 17851 MiB, 289.91 W
2026/01/03 16:10:38.935, NVIDIA GeForce RTX 4090, 96 %, 21 %, 17957 MiB, 305.14 W
2026/01/03 16:10:39.939, NVIDIA GeForce RTX 4090, 93 %, 14 %, 17963 MiB, 303.02 W
2026/01/03 16:10:40.942, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17957 MiB, 308.05 W
2026/01/03 16:10:41.945, NVIDIA GeForce RTX 4090, 96 %, 25 %, 17977 MiB, 279.91 W
2026/01/03 16:10:42.947, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17961 MiB, 302.00 W
2026/01/03 16:10:43.952, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17413 MiB, 300.26 W
2026/01/03 16:10:44.955, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17432 MiB, 290.62 W
2026/01/03 16:10:45.967, NVIDIA GeForce RTX 4090, 95 %, 49 %, 17458 MiB, 286.61 W
2026/01/03 16:10:46.970, NVIDIA GeForce RTX 4090, 94 %, 43 %, 17464 MiB, 282.65 W
2026/01/03 16:10:47.973, NVIDIA GeForce RTX 4090, 68 %, 40 %, 17849 MiB, 284.59 W
2026/01/03 16:10:48.976, NVIDIA GeForce RTX 4090, 81 %, 53 %, 17868 MiB, 286.50 W
2026/01/03 16:10:49.977, NVIDIA GeForce RTX 4090, 75 %, 12 %, 17841 MiB, 283.80 W
